id,condition,other,block,display,loop,outcome,cue,lr,vividness,rating,confidence,check,lr_other,duration,gender,gender_text,age,race,race_text,hispanic,education,visual_verbal,feedback,CheckQ1,CheckQ1Again,CheckQ2,CheckQ2Again,CheckQ3,CheckQ3Again,catch,attn_check
R_1QcKka5yAJ5g3ka,goalie,the ball,1,up,11,Miss,What If?,left,83.097,99.858,98.872,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,1,up,12,Miss,Cause,right,83.519,98.73,99.998,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,1,Score,Remember,left,88.731,98.026,98.308,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,2,Score,What If?,left,96.055,1.829,78.308,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,3,Score,Cause,left,93.238,95.913,94.787,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,4,Miss,Remember,left,98.308,0.14,99.154,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,5,Miss,What If?,left,96.759,99.998,98.026,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,6,Miss,Cause,left,98.168,97.746,99.154,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,7,Score,Remember,left,91.548,95.633,98.59,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,8,Score,What If?,left,96.759,3.379,97.886,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,9,Score,Cause,left,94.224,96.759,98.45,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,10,Miss,Remember,left,96.759,0.14,98.872,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,11,Miss,What If?,left,95.351,97.886,97.041,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,2,up,12,Miss,Cause,left,95.913,98.872,99.576,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,1,Score,Remember,right,95.492,96.477,97.604,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,2,Score,What If?,right,96.337,92.392,98.026,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,3,Score,Cause,right,95.491,96.478,98.73,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,4,Miss,Remember,right,96.759,1.548,99.154,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,5,Miss,What If?,right,95.633,98.026,97.746,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,6,Miss,Cause,right,95.491,99.294,99.294,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,7,Score,Remember,right,95.351,97.181,96.759,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,8,Score,What If?,right,97.322,3.097,97.463,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,9,Score,Cause,right,96.617,97.885,98.168,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,10,Miss,Remember,right,96.899,1.688,98.027,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,11,Miss,What If?,right,95.633,98.872,97.322,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,3,down,12,Miss,Cause,right,94.224,98.027,98.026,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,1,Score,Remember,left,96.477,99.294,98.308,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,2,Score,What If?,left,98.59,1.971,96.195,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,3,Score,Cause,left,95.069,98.026,98.45,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,4,Miss,Remember,left,96.054,1.829,96.617,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,5,Miss,What If?,left,95.633,95.913,98.45,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,6,Miss,Cause,left,96.759,99.294,98.872,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,7,Score,Remember,left,93.378,98.872,97.181,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,8,Score,What If?,left,97.322,2.533,96.195,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,9,Score,Cause,left,97.041,98.45,98.168,right,right,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,10,Miss,Remember,left,96.055,1.829,97.604,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,11,Miss,What If?,left,97.886,96.195,97.746,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1QcKka5yAJ5g3ka,goalie,the ball,4,down,12,Miss,Cause,left,96.337,99.294,98.872,left,left,2196,Female,NA,36,White/Caucasian,NA,No,2 year degree,4.059,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,1,Score,Remember,right,100,100,100,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,2,Score,What If?,right,100,0,100,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,3,Score,Cause,left,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,4,Miss,Remember,left,100,74.789,35.634,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,5,Miss,What If?,right,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,6,Miss,Cause,left,100,100,100,right,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,7,Score,Remember,left,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,8,Score,What If?,right,100,0,100,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,9,Score,Cause,right,100,100,100,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,10,Miss,Remember,left,100,0,100,left,left,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,11,Miss,What If?,right,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,1,up,12,Miss,Cause,right,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,2,up,1,Score,Remember,left,100,100,100,right,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
R_1K3lQMR5Zd3T1D8,goalie,the ball,2,up,2,Score,What If?,left,100,71.831,38.732,left,right,2655,Female,NA,20,Asian,NA,No,High school graduate,4.085,NA,Think about and visualize how ${e://Field/Condition} just moved.,NA,Think about and visualize what would have happened if ${e://Field/Condition} had moved in the other direction.,NA,Think about and visualize whether ${e://Field/Condition}'s movement caused the ball to score or not score.,NA,IM_74Ef0wh1bD6qdZb,Yes
